# Rating curve at Daguerre Point Dam 
# From file: DPD_LYR14_stage_v_discharge_curves_20180813.xlsx
# Range of discharge: 300 cfs - 6470 cfs (For higher values switch over to the file YRS_DCS_DPD_stagge_v_discharge-curve.xlsx
# Date: 30.07.2021 Stuttgart-Germany
#
Z(2)		Q(2)	
masl	 	m3/s
37.95818674	8.495053978
37.96172197	9.202975142
37.96523615	9.910896307
37.96872942	10.61881747
37.9722019	11.32673864
37.97565374	12.0346598
37.97908507	12.74258097
37.98249602	13.45050213
37.98588672	14.1584233
37.9892573	14.86634446
37.99173866	15.39020612
37.9926079	15.57426563
37.99593865	16.28218679
37.99924967	16.99010796
38.00254111	17.69802912
38.00581307	18.40595028
38.00620441	18.49090082
38.00854658	19.00060406
38.0090657	19.11387145
38.01229913	19.82179261
38.01551347	20.52971378
38.01870887	21.23763494
38.02188543	21.94555611
38.0250433	22.65347727
38.02567264	22.79506151
38.02818259	23.36139844
38.03018205	23.81446798
38.03130343	24.0693196
38.03440595	24.77724077
38.03502426	24.918825
38.03749026	25.48516193
38.0405565	26.1930831
38.04360477	26.90100426
38.04663522	27.60892543
38.04964795	28.31684659
38.07312662	33.98021591
38.09554011	39.64358523
38.1169471	45.30695455
38.13740419	50.97032387
38.1569659	56.63369318
38.17568473	62.2970625
38.1936112	67.96043182
38.21079386	73.62380114
38.22727936	79.28717046
38.24311244	84.95053978
38.25833601	90.61390909
38.27299117	96.27727841
38.28711723	101.9406477
38.30075175	107.604017
38.31393059	113.2673864
38.32668793	118.9307557
38.33905634	124.594125
38.35106674	130.2574943
38.36274851	135.9208636
38.3741295	141.584233
38.38797275	148.6634446
38.40143532	155.7426563
38.414562	162.8218679
38.42739421	169.9010796
38.43997013	176.9802912
38.45232479	184.0595028
38.46449017	191.1387145
